col1,col2,
31136,0.00000041,
31137,0,
31138,0.00000057,
31139,0,
31140,0,
31141,0,
31142,0.00000052,
31143,0,
31144,0,
31145,0,
31146,0,
31147,0,
31148,0,
31149,0,
31150,0,
31151,0,
31152,0,
31153,0,
31154,0,
31155,0,
31156,0,
31157,0,
31158,0,
31159,0,
31160,0,
31161,0,
31162,0,
31163,0.0000076,
31164,0,
31165,0,
31166,0.00000161,
31167,0,
31168,0.0000076,
31169,0,
31170,0,
31171,0,
31172,0.00000029,
31173,0,
31174,0.00000141,
31175,0,
31176,0,
31177,0.00000024,
31178,0.0000076,
31179,0.00000079,
31180,0.0000038,
31181,0.00000043,
31182,0,
31183,0,
31184,0,
31185,0,
31186,0,
31187,0,
31188,0,
31189,0,
31190,0,
31191,0,
31192,0,
31193,0,
31194,0,
31195,0,
31196,0,
31197,0,
31198,0.00000105,
31199,0,
31200,0,
31201,0,
31202,0.0000038,
31203,0,
31204,0,
31205,0,
31206,0,
31207,0,
31208,0,
31209,0,
31210,0,
31211,0,
31212,0.00000025,
31213,0.0000038,
31214,0.00000027,
31215,0,
31216,0,
31217,0.00000084,
31218,0.00000049,
31219,0,
31220,0,
31221,0.0000004,
31222,0,
31223,0.00000037,
31224,0,
31225,0,
31226,0,
31227,0,
31228,0,
31229,0.00000065,
31230,0,
31231,0,
31232,0,
31233,0,
31234,0,
31235,0,
31236,0,
31237,0.00000127,
31238,0,
31239,0,
31240,0,
31241,0,
31242,0,
31243,0,
31244,0.00000053,
31245,0.00000072,
31246,0.0000015,
31247,0,
31248,0.00000058,
31249,0,
31250,0,
31251,0.00000025,
31252,0,
31253,0,
31254,0,
31255,0,
31256,0,
31257,0,
31258,0.00000074,
31259,0.00000023,
31260,0,
31261,0,
31262,0,
31263,0,
31264,0,
31265,0.00000012,
31266,0,
31267,0.00000068,
31268,0,
31269,0,
31270,0.00000051,
31271,0.00000091,
31272,0,
31273,0.00000033,
31274,0,
31275,0,
31276,0,
31277,0,
31278,0,
31279,0,
31280,0.00000037,
31281,0.0000016,
31282,0.00000058,
31283,0.00000057,
31284,0.00000055,
31285,0.0000004,
31286,0.00000135,
31287,0.0000008,
31288,0.00000224,
31289,0.00000031,
31290,0,
31291,0,
31292,0.0000076,
31293,0.00000081,
31294,0.00000078,
31295,0,
31296,0.00000059,
31297,0,
31298,0.00000127,
31299,0.00000067,
31300,0,
31301,0,
31302,0,
31303,0,
31304,0.00000163,
31305,0,
31306,0.0000076,
31307,0,
31308,0,
31309,0,
31310,0,
31311,0,
31312,0,
31313,0,
31314,0,
31315,0.0000076,
31316,0.0000038,
31317,0.00000056,
31318,0,
31319,0.00000114,
31320,0.0000053,
31321,0.0000006,
31322,0.00000521,
31323,0.00000052,
31324,0.00000257,
31325,0,
31326,0.00000063,
31327,0.00000007,
31328,0,
31329,0,
31330,0,
31331,0,
31332,0.00000054,
31333,0,
31334,0.00000009,
31335,0.00000038,
31336,0.00000038,
31337,0,
31338,0,
31339,0,
31340,0,
31341,0.00000076,
31342,0.0000002,
31343,0,
31344,0.00000084,
31345,0,
31346,0.0000076,
31347,0,
31348,0,
31349,0.00000038,
31350,0,
31351,0,
31352,0,
31353,0.00000012,
31354,0,
31355,0,
31356,0,
31357,0,
31358,0,
31359,0.00000043,
31360,0.0000076,
31361,0.0000076,
31362,0,
31363,0,
31364,0.00000084,
31365,0.00000033,
31366,0,
31367,0,
31368,0,
31369,0,
31370,0,
31371,0,
31372,0,
31373,0.0000038,
31374,0.00000304,
31375,0,
31376,0,
31377,0,
31378,0,
31379,0,
31380,0,
31381,0,
31382,0,
31383,0,
31384,0,
31385,0,
31386,0,
31387,0.00000065,
31388,0,
31389,0,
31390,0,
31391,0.00000127,
31392,0,
31393,0,
31394,0.0000076,
31395,0,
31396,0,
31397,0,
31398,0,
31399,0,
31400,0,
31401,0,
31402,0,
31403,0,
31404,0,
31405,0,
31406,0,
31407,0.00000109,
31408,0.00000054,
31409,0.00000676,
31410,0.00000665,
31411,0,
31412,0,
31413,0,
31414,0,
31415,0,
31416,0.00000085,
31417,0,
31418,0,
31419,0.00000148,
31420,0,
31421,0,
31422,0,
31423,0,
31424,0,
31425,0,
31426,0,
31427,0,
31428,0.00000253,
31429,0,
31430,0,
31431,0,
31432,0,
31433,0.00000127,
31434,0,
31435,0,
31436,0,
31437,0,
31438,0,
31439,0.00000042,
31440,0.000001,
31441,0.00000152,
31442,0,
31443,0.00000035,
31444,0,
31445,0,
31446,0,
31447,0,
31448,0,
31449,0,
31450,0,
31451,0,
31452,0.00000021,
31453,0,
31454,0,
31455,0,
31456,0,
31457,0,
31458,0,
31459,0.00000304,
31460,0,
31461,0,
31462,0,
31463,0,
31464,0,
31465,0.00000169,
31466,0.0000003,
31467,0,
31468,0,
31469,0,
31470,0,
31471,0,
31472,0,
31473,0.00000041,
31474,0.0000038,
31475,0,
31476,0,
31477,0,
31478,0.00000035,
31479,0.000001,
31480,0,
31481,0,
31482,0.0000005,
31483,0,
31484,0,
31485,0,
31486,0.00000038,
31487,0,
31488,0,
31489,0,
31490,0,
31491,0,
31492,0,
31493,0.00000047,
31494,0,
31495,0,
31496,0,
31497,0.0000076,
31498,0.00000038,
31499,0.0000011,
31500,0,
31501,0,
31502,0.00000117,
31503,0,
31504,0,
31505,0,
31506,0,
31507,0.00000035,
31508,0.00000028,
31509,0.00000351,
31510,0,
31511,0,
31512,0,
31513,0,
31514,0,
31515,0.00000076,
31516,0,
31517,0,
31518,0,
31519,0,
31520,0,
31521,0,
31522,0.0000038,
31523,0,
31524,0,
31525,0,
31526,0,
31527,0,
31528,0,
31529,0,
31530,0,
31531,0.00000084,
31532,0,
31533,0.00000443,
31534,0.00000201,
31535,0,
31536,0.00000054,
31537,0.0000038,
31538,0.00000035,
31539,0.0000004,
31540,0,
31541,0.0000003,
31542,0.00000133,
31543,0.00000035,
31544,0.0000015,
31545,0.00000048,
31546,0.00000063,
31547,0.0000038,
31548,0.00000027,
31549,0.00000017,
31550,0.0000019,
31551,0.00000076,
31552,0.00000258,
31553,0.00000017,
31554,0.00000037,
31555,0.00000109,
31556,0.00000185,
31557,0.0000038,
31558,0.0000076,
31559,0.00000039,
31560,0.00000072,
31561,0.00000152,
31562,0.00000031,
31563,0.00000035,
31564,0,
31565,0.0000005,
31566,0.00000279,
31567,0,
31568,0.00000084,
31569,0.00000127,
31570,0,
31571,0,
31572,0,
31573,0,
31574,0.00000036,
31575,0,
31576,0,
31577,0,
31578,0,
31579,0,
31580,0,
31581,0,
31582,0,
31583,0,
31584,0,
31585,0,
31586,0,
31587,0,
31588,0,
31589,0,
31590,0.00000041,
31591,0,
31592,0,
31593,0.00000071,
31594,0,
31595,0,
31596,0,
31597,0,
31598,0,
31599,0,
31600,0,
31601,0,
31602,0,
31603,0,
31604,0,
31605,0,
31606,0.0000076,
31607,0,
31608,0,
31609,0,
31610,0,
31611,0,
31612,0.0000076,
31613,0,
31614,0.00000121,
31615,0.00000479,
31616,0.00000217,
31617,0.00000183,
31618,0,
31619,0,
31620,0,
31621,0,
31622,0,
31623,0.0000038,
31624,0.00000015,
31625,0,
31626,0,
31627,0,
31628,0,
31629,0,
31630,0,
31631,0,
31632,0,
31633,0,
31634,0.00000042,
31635,0,
31636,0,
31637,0,
31638,0,
31639,0.00000054,
31640,0,
31641,0,
31642,0,
31643,0,
31644,0,
31645,0,
31646,0,
31647,0.00000076,
31648,0,
31649,0,
31650,0,
31651,0,
31652,0,
31653,0,
31654,0.00000069,
31655,0,
31656,0,
31657,0,
31658,0,
31659,0,
31660,0.00000018,
31661,0,
31662,0,
31663,0,
31664,0,
31665,0,
31666,0,
31667,0.0000076,
31668,0.00000507,
31669,0,
31670,0,
31671,0,
31672,0,
31673,0,
31674,0,
31675,0.0000038,
31676,0.00000084,
31677,0.00000076,
31678,0,
31679,0.00000182,
31680,0,
31681,0.00000063,
31682,0,
31683,0,
31684,0,
31685,0,
31686,0,
31687,0,
31688,0,
31689,0,
31690,0.00000052,
31691,0.00000078,
31692,0,
31693,0,
31694,0,
31695,0.00000042,
31696,0,
31697,0,
31698,0,
31699,0.00000087,
31700,0,
31701,0,
31702,0,
31703,0,
31704,0.0000038,
31705,0.00000117,
31706,0,
31707,0,
31708,0,
31709,0.00000179,
31710,0.00000091,
31711,0,
31712,0,
31713,0,
31714,0.00000129,
31715,0.00000507,
31716,0.00000127,
31717,0,
31718,0,
31719,0,
31720,0.00000089,
31721,0.00000322,
31722,0,
31723,0,
31724,0,
31725,0,
31726,0,
31727,0,
31728,0,
31729,0.00000039,
31730,0.00000025,
31731,0.00000048,
31732,0.00000043,
31733,0.00000033,
31734,0,
31735,0.00000063,
31736,0.00000041,
31737,0.00000041,
31738,0.00000025,
31739,0.00000063,
31740,0.00000073,
31741,0.00000035,
31742,0.00000074,
31743,0.00000074,
31744,0.00000021,
31745,0.00000051,
31746,0.00000036,
31747,0.00000051,
31748,0.00000036,
31749,0.00000054,
31750,0.00000127,
31751,0.00000127,
31752,0.00000063,
31753,0,
31754,0,
31755,0,
31756,0,
31757,0,
31758,0,
31759,0.0000038,
31760,0.00000127,
31761,0.00000056,
31762,0,
31763,0.00000253,
31764,0.00000008,
31765,0.00000024,
31766,0,
31767,0.00000036,
31768,0.00000076,
31769,0,
31770,0,
31771,0,
31772,0,
31773,0.00000231,
31774,0,
31775,0,
31776,0,
31777,0,
31778,0,
31779,0,
31780,0,
31781,0,
31782,0,
31783,0,
31784,0,
31785,0.0000076,
31786,0.00000115,
31787,0,
31788,0,
31789,0.0000027,
31790,0.00000027,
31791,0.00000071,
31792,0,
31793,0.00000013,
31794,0,
31795,0,
31796,0.00000036,
31797,0,
31798,0,
31799,0,
31800,0,
31801,0,
31802,0,
31803,0,
31804,0,
31805,0.00000114,
31806,0,
31807,0.00000065,
31808,0,
31809,0.0000002,
31810,0.00000076,
31811,0,
31812,0,
31813,0,
31814,0.0000076,
31815,0,
31816,0.0000001,
31817,0.0000038,
31818,0.0000038,
31819,0,
31820,0,
31821,0,
31822,0,
31823,0.00000253,
31824,0,
31825,0,
31826,0,
31827,0,
31828,0,
31829,0.00000038,
31830,0,
31831,0,
31832,0,
31833,0,
31834,0,
31835,0,
31836,0.00000084,
31837,0.0000014,
31838,0.00000218,
31839,0.00000017,
31840,0,
31841,0.00000063,
31842,0,
31843,0,
31844,0,
31845,0,
31846,0,
31847,0.00000033,
31848,0.00000088,
31849,0.00000058,
31850,0.00000057,
31851,0,
31852,0.00000156,
31853,0.0000076,
31854,0,
31855,0.0000019,
31856,0,
31857,0,
31858,0,
31859,0,
31860,0,
31861,0,
31862,0,
31863,0.0000019,
31864,0.00000032,
31865,0.00000246,
31866,0.00000253,
31867,0.00000253,
31868,0,
31869,0.00000117,
31870,0,
31871,0,
31872,0.0000019,
31873,0.00000116,
31874,0.00000068,
31875,0.00000093,
31876,0.00000109,
31877,0,
31878,0,
31879,0,
31880,0,
31881,0,
31882,0.0000076,
31883,0.00000475,
31884,0,
31885,0,
31886,0.00000079,
31887,0,
31888,0,
31889,0.00000317,
31890,0.00000507,
31891,0.00000076,
31892,0,
31893,0,
31894,0,
31895,0,
31896,0.0000038,
31897,0.00000044,
31898,0,
31899,0,
31900,0.0000076,
31901,0.00000468,
31902,0.00000077,
31903,0.00000338,
31904,0.0000076,
31905,0,
31906,0,
31907,0.00000025,
31908,0.0000076,
31909,0,
31910,0,
31911,0,
31912,0.00000046,
31913,0.00000608,
31914,0,
31915,0,
31916,0,
31917,0.00000033,
31918,0,
31919,0,
31920,0,
31921,0,
31922,0.00000402,
31923,0.00000503,
31924,0.00000581,
31925,0.00000521,
31926,0.00000526,
31927,0.00000521,
31928,0,
31929,0.00000203,
31930,0.0000005,
31931,0,
31932,0.00000063,
31933,0.00000199,
31934,0,
31935,0.00000416,
31936,0,
31937,0.00000011,
31938,0,
31939,0.00000279,
31940,0,
31941,0.00000067,
31942,0.00000507,
31943,0,
31944,0.00000015,
31945,0.00000183,
31946,0.00000404,
31947,0.00000283,
31948,0.0000076,
31949,0,
31950,0,
31951,0,
31952,0,
31953,0,
31954,0,
31955,0.00000064,
31956,0,
31957,0.0000038,
31958,0.00000023,
31959,0,
31960,0,
31961,0,
31962,0,
31963,0.00000054,
31964,0,
31965,0.00000166,
31966,0,
31967,0,
31968,0,
31969,0.00000253,
31970,0,
31971,0,
31972,0,
31973,0,
31974,0,
31975,0,
31976,0,
31977,0,
31978,0,
31979,0,
31980,0,
31981,0,
31982,0.00000076,
31983,0.00000048,
31984,0,
31985,0,
31986,0,
31987,0,
31988,0,
31989,0,
31990,0,
31991,0,
31992,0,
31993,0,
31994,0,
31995,0.00000076,
31996,0,
31997,0,
31998,0,
31999,0.0000006,
32000,0,
32001,0.00000003,
32002,0,
32003,0.0000076,
32004,0,
32005,0,
32006,0,
32007,0.00000106,
32008,0,
32009,0.0000001,
32010,0,
32011,0,
32012,0,
32013,0.00000029,
32014,0,
32015,0.0000038,
32016,0,
32017,0,
32018,0,
32019,0.00000127,
32020,0.00000069,
32021,0.0000004,
32022,0.00000169,
32023,0,
32024,0,
32025,0,
32026,0.00000066,
32027,0,
32028,0,
32029,0,
32030,0,
32031,0,
32032,0.0000001,
32033,0.00000037,
32034,0.000001,
32035,0.00000179,
32036,0,
32037,0.0000011,
32038,0.00000187,
32039,0.00000213,
32040,0.00000065,
32041,0.00000025,
32042,0,
32043,0.0000076,
32044,0.0000038,
32045,0.00000054,
32046,0,
32047,0.00000035,
32048,0,
32049,0,
32050,0.0000076,
32051,0,
32052,0,
32053,0.0000076,
32054,0,
32055,0.00000056,
32056,0,
32057,0.00000005,
32058,0,
32059,0,
32060,0,
32061,0.00000163,
32062,0,
32063,0,
32064,0,
32065,0.00000145,
32066,0.00000069,
32067,0,
32068,0.00000337,
32069,0,
32070,0.0000076,
32071,0.00000169,
32072,0,
32073,0.00000035,
32074,0,
32075,0.0000038,
32076,0,
32077,0.00000089,
32078,0.00000144,
32079,0.00000025,
32080,0.00000127,
32081,0,
32082,0.00000162,
32083,0,
32084,0.00000124,
32085,0.00000035,
32086,0,
32087,0,
32088,0,
32089,0.00000443,
32090,0.00000369,
32091,0.00000409,
32092,0,
32093,0,
32094,0.0000038,
32095,0.00000141,
32096,0.0000016,
32097,0.0000076,
32098,0.00000082,
32099,0,
32100,0,
32101,0,
32102,0.0000002,
32103,0,
32104,0,
32105,0,
32106,0,
32107,0,
32108,0.00000127,
32109,0.00000409,
32110,0,
32111,0,
32112,0.0000007,
32113,0,
32114,0,
32115,0,
32116,0.0000076,
32117,0.0000029,
32118,0.0000011,
32119,0.00000345,
32120,0,
32121,0,
32122,0,
32123,0.00000127,
32124,0,
32125,0,
32126,0,
32127,0,
32128,0.00000023,
32129,0,
32130,0.00000021,
32131,0.0000005,
32132,0,
32133,0.00000014,
32134,0.00000032,
32135,0,
32136,0,
32137,0,
32138,0,
32139,0,
32140,0,
32141,0,
32142,0,
32143,0.00000211,
32144,0,
32145,0.00000063,
32146,0,
32147,0,
32148,0.00000038,
32149,0.0000038,
32150,0,
32151,0.00000084,
32152,0,
32153,0,
32154,0,
32155,0.00000088,
32156,0.00000095,
32157,0,
32158,0,
32159,0.0000038,
32160,0,
32161,0,
32162,0,
32163,0,
32164,0.0000019,
32165,0.00000228,
32166,0,
32167,0.0000019,
32168,0,
32169,0,
32170,0,
32171,0,
32172,0,
32173,0.0000002,
32174,0,
32175,0,
32176,0,
32177,0,
32178,0,
32179,0,
32180,0,
32181,0,
32182,0,
32183,0.0000014,
32184,0,
32185,0,
32186,0.00000373,
32187,0.00000304,
32188,0,
32189,0,
32190,0,
32191,0.00000065,
32192,0.0000005,
32193,0,
32194,0,
32195,0.0000007,
32196,0,
32197,0.00000034,
32198,0,
32199,0,
32200,0,
32201,0,
32202,0,
32203,0.00000058,
32204,0,
32205,0,
32206,0,
32207,0.00000195,
32208,0.00000042,
32209,0.00000027,
32210,0.00000223,
32211,0.00000042,
32212,0.00000169,
32213,0.00000232,
32214,0.0000045,
32215,0.00000622,
32216,0.00000049,
32217,0.00000469,
32218,0.00000405,
32219,0.00000057,
32220,0.00000354,
32221,0.00000173,
32222,0.00000367,
32223,0.00000054,
32224,0,
32225,0,
32226,0,
32227,0,
32228,0,
32229,0.00000045,
32230,0,
32231,0,
32232,0,
32233,0.00000025,
32234,0.00000059,
32235,0,
32236,0.00000027,
32237,0.00000063,
32238,0,
32239,0,
32240,0,
32241,0,
32242,0.00000168,
32243,0,
32244,0,
32245,0,
32246,0.00000046,
32247,0.00000164,
32248,0.00000124,
32249,0.0000019,
32250,0.00000087,
32251,0.00000037,
32252,0.00000128,
32253,0.00000134,
32254,0.00000285,
32255,0,
32256,0,
32257,0,
32258,0,
32259,0,
32260,0,
32261,0,
32262,0,
32263,0.00000073,
32264,0.00000025,
32265,0,
32266,0.00000532,
32267,0.0000013,
32268,0,
32269,0.00000304,
32270,0,
32271,0,
32272,0,
32273,0,
32274,0,
32275,0,
32276,0,
32277,0.00000304,
32278,0.0000038,
32279,0,
32280,0.00000055,
32281,0.00000152,
32282,0,
32283,0,
32284,0,
32285,0.00000054,
32286,0,
32287,0,
32288,0,
32289,0,
32290,0,
32291,0,
32292,0,
32293,0,
32294,0,
32295,0,
32296,0,
32297,0,
32298,0,
32299,0,
32300,0,
32301,0.00000051,
32302,0.00000023,
32303,0,
32304,0,
32305,0,
32306,0,
32307,0.00000038,
32308,0,
32309,0,
32310,0,
32311,0.00000014,
32312,0.00000014,
32313,0.00000039,
32314,0,
32315,0,
32316,0,
32317,0,
32318,0,
32319,0,
32320,0,
32321,0,
32322,0,
32323,0,
32324,0,
32325,0,
32326,0,
32327,0,
32328,0,
32329,0,
32330,0,
32331,0,
32332,0,
32333,0.00000038,
32334,0.00000049,
32335,0,
32336,0.00000028,
32337,0,
32338,0.00000004,
32339,0,
32340,0,
32341,0,
32342,0,
32343,0.00000071,
32344,0,
32345,0.00000038,
32346,0,
32347,0.00000051,
32348,0,
32349,0.00000304,
32350,0,
32351,0,
32352,0.00000002,
32353,0.00000076,
32354,0,
32355,0,
32356,0,
32357,0,
32358,0,
32359,0,
32360,0,
32361,0,
32362,0,
32363,0,
32364,0,
32365,0,
32366,0,
32367,0.00000043,
32368,0.00000127,
32369,0,
32370,0,
32371,0.00000023,
32372,0,
32373,0,
32374,0.00000084,
32375,0,
32376,0,
32377,0,
32378,0.00000095,
32379,0.00000127,
32380,0,
32381,0.00000025,
32382,0.0000038,
32383,0.0000019,
32384,0.00000253,
32385,0,
32386,0,
32387,0,
32388,0.0000076,
32389,0,
32390,0.0000076,
32391,0.0000038,
32392,0,
32393,0,
32394,0,
32395,0,
32396,0.00000152,
32397,0.00000036,
32398,0.00000253,
32399,0.00000036,
32400,0,
32401,0,
32402,0,
32403,0,
32404,0.0000076,
32405,0,
32406,0,
32407,0.00000152,
32408,0,
32409,0,
32410,0,
32411,0.0000038,
32412,0,
32413,0.00000006,
32414,0,
32415,0.00000049,
32416,0,
32417,0.00000244,
32418,0,
32419,0,
32420,0,
32421,0,
32422,0.00000041,
32423,0,
32424,0,
32425,0,
32426,0,
32427,0,
32428,0.00000046,
32429,0.00000038,
32430,0,
32431,0.0000002,
32432,0.00000056,
32433,0.00000112,
32434,0,
32435,0,
32436,0.00000054,
32437,0,
32438,0,
32439,0,
32440,0.00000051,
32441,0,
32442,0.0000076,
32443,0.00000052,
32444,0,
32445,0.00000262,
32446,0.00000101,
32447,0.00000092,
32448,0.00000144,
32449,0.00000056,
32450,0,
32451,0.0000006,
32452,0,
32453,0.00000048,
32454,0,
32455,0,
32456,0,
32457,0,
32458,0,
32459,0.00000507,
32460,0,
32461,0,
32462,0,
32463,0,
32464,0,
32465,0.00000018,
32466,0,
32467,0,
32468,0,
32469,0.0000002,
32470,0,
32471,0.00000038,
32472,0,
32473,0.00000443,
32474,0.00000358,
32475,0,
32476,0,
32477,0.00000013,
32478,0.00000063,
32479,0,
32480,0.00000532,
32481,0.00000422,
32482,0.0000076,
32483,0.00000127,
32484,0,
32485,0.00000054,
32486,0.00000127,
32487,0.00000065,
32488,0.00000019,
32489,0.00000035,
32490,0,
32491,0.00000098,
32492,0.00000065,
32493,0.0000038,
32494,0.00000049,
32495,0.00000014,
32496,0.00000068,
32497,0.00000015,
32498,0,
32499,0,
32500,0.00000093,
32501,0,
32502,0,
32503,0,
32504,0,
32505,0,
32506,0.00000392,
32507,0,
32508,0.00000048,
32509,0.00000123,
32510,0.00000061,
32511,0.00000043,
32512,0,
32513,0,
32514,0,
32515,0.0000038,
32516,0.00000022,
32517,0,
32518,0.00000054,
32519,0,
32520,0,
32521,0.00000031,
32522,0,
32523,0,
32524,0.00000098,
32525,0,
32526,0.00000152,
32527,0.00000018,
32528,0,
32529,0,
32530,0,
32531,0,
32532,0.00000127,
32533,0,
32534,0,
32535,0.00000152,
32536,0,
32537,0,
32538,0.0000076,
32539,0.00000266,
32540,0,
32541,0,
32542,0.00000082,
32543,0,
32544,0,
32545,0.0000012,
32546,0,
32547,0.00000043,
32548,0,
32549,0,
32550,0,
32551,0.0000006,
32552,0,
32553,0,
32554,0,
32555,0,
32556,0,
32557,0,
32558,0,
32559,0,
32560,0,
32561,0,
32562,0,
32563,0.00000526,
32564,0.00000404,
32565,0.00000419,
32566,0,
32567,0,
32568,0,
32569,0,
32570,0,
32571,0,
32572,0,
32573,0.00000304,
32574,0.00000148,
32575,0,
32576,0.0000012,
32577,0,
32578,0,
32579,0.00000127,
32580,0.00000011,
32581,0.00000036,
32582,0,
32583,0.00000081,
32584,0,
32585,0,
32586,0,
32587,0,
32588,0,
32589,0,
32590,0,
32591,0.00000205,
32592,0.00000168,
32593,0,
32594,0,
32595,0,
32596,0,
32597,0,
32598,0.00000507,
32599,0.00000507,
32600,0,
32601,0,
32602,0,
32603,0,
32604,0,
32605,0,
32606,0,
32607,0,
32608,0.00000076,
32609,0,
32610,0,
32611,0,
32612,0,
32613,0.00000021,
32614,0,
32615,0.00000101,
32616,0.0000012,
32617,0.00000091,
32618,0,
32619,0,
32620,0,
32621,0.00000009,
32622,0,
32623,0,
32624,0.0000038,
32625,0,
32626,0,
32627,0,
32628,0.00000063,
32629,0,
32630,0,
32631,0,
32632,0,
32633,0,
32634,0.00000039,
32635,0,
32636,0.00000035,
32637,0,
32638,0,
32639,0,
32640,0,
32641,0.00000234,
32642,0,
32643,0.0000002,
32644,0,
32645,0,
32646,0.0000019,
32647,0,
32648,0.00000127,
32649,0,
32650,0,
32651,0.00000076,
32652,0,
32653,0,
32654,0,
32655,0,
32656,0,
32657,0,
32658,0,
32659,0,
32660,0,
32661,0,
32662,0,
32663,0,
32664,0,
32665,0,
32666,0,
32667,0.00000095,
32668,0,
32669,0.00000152,
32670,0,
32671,0,
32672,0,
32673,0,
32674,0.0000038,
32675,0,
32676,0,
32677,0.0000076,
32678,0.00000253,
32679,0.00000409,
32680,0.00000127,
32681,0,
32682,0,
32683,0,
32684,0,
32685,0,
32686,0.00000512,
32687,0.00000347,
32688,0,
32689,0,
32690,0.00000136,
32691,0.00000076,
32692,0.0000005,
32693,0,
32694,0.00000089,
32695,0,
32696,0,
32697,0,
32698,0,
32699,0,
32700,0,
32701,0,
32702,0,
32703,0,
32704,0.00000038,
32705,0,
32706,0.00000332,
32707,0,
32708,0.0000002,
32709,0,
32710,0,
32711,0,
32712,0,
32713,0.00000149,
32714,0,
32715,0,
32716,0,
32717,0,
32718,0,
32719,0,
32720,0.00000063,
32721,0.00000072,
32722,0.00000042,
32723,0.00000414,
32724,0,
32725,0.00000034,
32726,0.00000022,
32727,0.00000152,
32728,0,
32729,0.00000127,
32730,0.00000109,
32731,0.00000633,
32732,0.0000038,
32733,0,
32734,0,
32735,0,
32736,0.00000114,
32737,0,
32738,0,
32739,0,
32740,0,
32741,0.00000038,
32742,0,
32743,0,
32744,0.00000063,
32745,0.00000038,
32746,0,
32747,0.0000038,
32748,0.00000127,
32749,0.00000025,
32750,0,
32751,0,
32752,0,
32753,0,
32754,0,
32755,0,
32756,0,
32757,0,
32758,0,
32759,0,
32760,0.00000215,
32761,0.00000311,
32762,0.00000257,
32763,0.00000222,
32764,0,
32765,0.00000127,
32766,0.00000301,
32767,0.00000118,
32768,0.00000021,
32769,0.00000027,
32770,0.00000189,
32771,0,
32772,0,
32773,0,
32774,0,
32775,0,
32776,0.00000063,
32777,0,
32778,0,
32779,0,
32780,0.00000127,
32781,0.0000076,
32782,0,
32783,0,
32784,0,
32785,0,
32786,0,
32787,0,
32788,0,
32789,0,
32790,0,
32791,0,
32792,0,
32793,0,
32794,0,
32795,0.00000035,
32796,0,
32797,0,
32798,0.00000084,
32799,0,
32800,0,
32801,0.00000052,
32802,0,
32803,0,
32804,0,
32805,0.0000038,
32806,0,
32807,0,
32808,0.0000076,
32809,0.0000005,
32810,0,
32811,0,
32812,0,
32813,0,
32814,0,
32815,0.00000131,
32816,0,
32817,0,
32818,0,
32819,0,
32820,0,
32821,0,
32822,0.00000164,
32823,0.00000665,
32824,0.00000665,
32825,0,
32826,0.00000343,
32827,0,
32828,0,
32829,0,
32830,0,
32831,0.00000025,
32832,0,
32833,0.00000152,
32834,0,
32835,0,
32836,0.0000025,
32837,0,
32838,0,
32839,0,
32840,0,
32841,0.0000001,
32842,0.00000042,
32843,0,
32844,0.00000018,
32845,0.0000002,
32846,0,
32847,0.00000101,
32848,0,
32849,0.0000038,
32850,0,
32851,0.0000038,
32852,0.0000038,
32853,0,
32854,0.00000083,
32855,0,
32856,0.0000004,
32857,0,
32858,0.00000202,
32859,0,
32860,0,
32861,0,
32862,0.00000138,
32863,0,
32864,0,
32865,0.00000031,
32866,0.00000023,
32867,0.00000061,
32868,0.0000028,
32869,0.00000136,
32870,0,
32871,0,
32872,0.00000022,
32873,0,
32874,0.0000004,
32875,0,
32876,0,
32877,0.00000015,
32878,0.00000152,
32879,0.00000114,
32880,0.00000035,
32881,0,
32882,0,
32883,0,
32884,0.0000076,
32885,0,
32886,0,
32887,0,
32888,0,
32889,0.0000038,
32890,0,
32891,0,
32892,0.00000507,
32893,0.00000048,
32894,0.0000076,
32895,0.0000019,
32896,0,
32897,0,
32898,0,
32899,0,
32900,0,
32901,0,
32902,0.00000036,
32903,0,
32904,0,
32905,0,
32906,0,
32907,0,
32908,0.00000025,
32909,0,
32910,0,
32911,0,
32912,0,
32913,0,
32914,0,
32915,0.00000127,
32916,0.0000019,
32917,0,
32918,0.0000008,
32919,0.00000048,
32920,0.0000076,
32921,0,
32922,0,
32923,0.0000003,
32924,0,
32925,0.00000011,
32926,0.00000035,
32927,0,
32928,0.000005,
32929,0.00000074,
32930,0,
32931,0,
32932,0,
32933,0.00000013,
32934,0,
32935,0.0000076,
32936,0.0000076,
32937,0.00000106,
32938,0,
32939,0,
32940,0,
32941,0,
32942,0.0000038,
32943,0,
32944,0,
32945,0,
32946,0,
32947,0,
32948,0,
32949,0,
32950,0,
32951,0,
32952,0,
32953,0.00000024,
32954,0,
32955,0.00000038,
32956,0,
32957,0.00000115,
32958,0.0000076,
32959,0,
32960,0.0000038,
32961,0.00000038,
32962,0,
32963,0,
32964,0,
32965,0,
32966,0.00000006,
32967,0,
32968,0,
32969,0,
32970,0,
32971,0,
32972,0.0000076,
32973,0,
32974,0.00000014,
32975,0.00000127,
32976,0.00000054,
32977,0,
32978,0,
32979,0,
32980,0,
32981,0,
32982,0,
32983,0.00000034,
32984,0.00000127,
32985,0,
32986,0,
32987,0,
32988,0,
32989,0.00000037,
32990,0.00000078,
32991,0,
32992,0,
32993,0,
32994,0,
32995,0.00000101,
32996,0.00000127,
32997,0,
32998,0.00000152,
32999,0,
33000,0,
33001,0,
33002,0,
33003,0,
33004,0,
33005,0,
33006,0,
33007,0,
